# List of supernova remnants and their gamma-ray line fluxes from the decay of nucleus 126Sn at 414.7, 666.5 and 695.0, and 720.7 keV.
# Fluxes are calculated by assuming a ejecta mass of 0.01 solar mass, containing number fraction of 126Sn of 1.7*10^-4.
# Note that this list only contains those SNRs with both the age and distance information available from http://www.physics.umanitoba.ca/snr/SNRcat/
# 
# Columns: 
#  1: longitude (phi) [degree] 
#  2: latitude (theta) [degree]
#  3: minimum age (t_min) [years]
#  4: maximum age (t_min) [years]
#  5: minimum distance (d_min) [kpc]
#  6: maximum distance (d_max) [kpc]
#  7: minimum vertical height (z_min) [kpc]
#  8: maximum vertical height (z_min) [kpc]
#  9: maximum line flux at 414.7 keV (f1_max) [10^-6 photon cm^-2 s^-1]
# 10: minimum line flux at 414.7 keV (f1_min) [10^-6 photon cm^-2 s^-1]
# 11: maximum line flux at 666.5 and 695.0 keV (f2_max) [10^-6 photon cm^-2 s^-1]
# 12: minimum line flux at 666.5 and 695.0 keV (f2_min) [10^-6 photon cm^-2 s^-1]
# 13: maximum line flux at 720.7 keV (f3_max) [10^-6 photon cm^-2 s^-1]
# 14: minimum line flux at 720.7 keV (f3_min) [10^-6 photon cm^-2 s^-1]
# 15 and beyond: SNR name and association information
#
#phi    theta   t_min   t_max   d_min   d_max   z_min   z_max   f1_max  f1_min  f2_max  f2_min  f3_max  f3_min
49.2	-0.7	16400	18000	4.8	6	-0.059	-0.073	0.05	0.03	0.07	0.04	0.04	0.02	W51C, CXOU	J192318.5+1403035, 0FGL	J1923.0+1411, 1FGL	J1922.9+1411, 2FGL	J1923.2+1408e, 1FHL	J1923.2+1408e, 3FGL	J1923.2+1408e, 2FHL	J1923.2+1408e, FGES	J1923.3+1408, 3FHL	J1923.2+1408e, 1AGL	J1923+1404, HESS	J1923+141	part	of	W51	complex,	overlaps	SFR	W51B,	contains	CXO	J192318.5+1403035	+	PWN?,	interacts	with	molecular	cloud?																														
354.4	0	100	500	5	8	0	0	0.05	0.02	0.06	0.02	0.03	0.01	x																																																									
310.6	-1.6	700	2000	5	10	-0.14	-0.279	0.05	0.01	0.06	0.02	0.03	0.01	x	contains	PSR	J1400-6325	+	PWN																																																				
11.2	-0.3	1400	2400	5	10	-0.026	-0.052	0.05	0.01	0.06	0.02	0.03	0.01	3FGL	J1811.3-1927c, 3FHL	J1811.5-1927, HESS	J1809-193	contains	PSR	J1811-1925	=	the	Turtle	+	PWN	G11.18-0.35,	close	to	SNR	G11.1-1.0	with	PSR	J1809-1917	+	PWN	G11.09+0.08,	close	to	PSR	J1809-1943, interacts	with	molecular	cloud	386 ??																											
299.2	-2.9	4500	8700	5	5	-0.253	-0.253	0.05	0.05	0.06	0.06	0.03	0.03	x																																																									
23.3	-0.3	60000	200000	4.6	5	-0.024	-0.026	0.05	0.03	0.06	0.03	0.03	0.02	W41, CXOU	J183434.9-084443, XMMU	J183435.3-084443, 0FGL	J1834.4-0841, 1FGL	J1834.3-0842c, 2FGL	J1834.3-0848, 3FGL	J1834.5-0841, 2FHL	J1834.5-0846e, FGES	J1834.8-0848, 3FHL	J1834.5-0846e, HESS	J1834-087	overlaps	SNR	G22.7-0.2,	contains	PSR	J1834-0845	=	magnetar	J1834.9-0846,	close	to	PSR	J1833-0827	and	PWN	G23.5+0.1,	interacts	with	molecular	cloud?																											
29.7	-0.3	1690	1850	5.3	5.9	-0.028	-0.031	0.05	0.04	0.06	0.05	0.03	0.02	Kes	75, HESS	J1846-029	contains	high-B	PSR	J1846-0258	(magnetar?)	+	PWN,	interacts	with	molecular	cloud																																												
21.8	-0.6	8800	9200	5.4	5.8	-0.057	-0.061	0.04	0.04	0.05	0.05	0.03	0.02	Kes	69	interacts	with	molecular	cloud																																																				
346.6	-0.2	4200	16000	5.5	11	-0.019	-0.038	0.04	0.01	0.05	0.01	0.03	0.01	x	close	to	AXP	1709-40,	interacts	with	molecular	cloud																																																	
53.4	0	2000	5000	5.6	6.4	0	0	0.04	0.03	0.05	0.04	0.03	0.02	G53.4+0.05	close	to	PWN	G054.1+00.3	and	PSR	J1930+1852																																																		
18.1	-0.1	5100	9000	5.6	6.6	-0.01	-0.012	0.04	0.03	0.05	0.04	0.03	0.02	G18.1-0.2, G18.16-0.16, HESS	J1826-130																																																								
27.4	0	750	2100	5.8	9.8	0	0	0.04	0.01	0.05	0.02	0.03	0.01	(Kes	73),	4C-04.71, G27.3-0.1, 2FGL	J1841.2-0459c, Fermi	J1841.1-0458, FGES	J1839.4-0554	and	J1841.4-0514, 3FHL	J1840.9-0532e, HESS	J1841-055	contains	AXP	1E	1841-045	(magnetar),	close	to	SNR	candidate	G26.6-0.1,	interacts	with	molecular	cloud?																																		
141.2	5	350000	350000	3.5	4.5	0.305	0.392	0.04	0.02	0.05	0.03	0.02	0.01	CXOU	J033712.8+615302	PWN	G141.2+5.0	and	PSR	candidate	CXOU	J033712.8+615302																																																	
292	1.8	2930	3050	6	6	0.188	0.188	0.04	0.04	0.04	0.04	0.02	0.02	MSH	11-54, 1FGL	J1124.6-5916, 2FGL	J1124.6-5913, 3FGL	J1124.5-5915, 3FHL	J1124.4-5916	contains	PSR	J1124-5916	+	PWN	G292.04+1.75																																														
74.9	1.2	4000	28000	6.1	7	0.128	0.147	0.04	0.02	0.04	0.03	0.02	0.02	CTB	87, CXOU	J201609.2+371110, 2FGL	J2015.6+3709, 2FHL	J2016.2+3713, 3FHL	J2015.9+3712, VER	J2016+371	(prev.	VER	J2016+372)	contains	PWN	G74.94+1.11	and	PSR	candidate	CXOU	J201609.2+371110,	close	to	(unrelated)	cataclysmic	variable	RX	J2015.6+3711	and	blazar	B2013+370,	interacts	with	molecular	cloud??																										
39.2	-0.3	4700	5200	6.2	8.5	-0.032	-0.045	0.03	0.02	0.04	0.02	0.02	0.01	3C396,	HC24,	NRAO	593	contains	PWN	G39.22-0.32,	interacts	with	molecular	cloud																																															
344.7	-0.1	3000	6000	6.3	14	-0.011	-0.024	0.03	0.01	0.04	0.01	0.02	0.00	2FHL	J1703.4-4145, 3FHL	J1703.4-4145, HESS	J1702-420	contains	CCO	CXOU	J170357.8-414302,	close	to	PSR	J1702-4128	and	PWN	G344.74+0.12,	interacts	with	molecular	cloud??																																							
348.5	0.1	10000	30000	6.3	12.5	0.011	0.022	0.03	0.01	0.04	0.01	0.02	0.01	CTB	37A, 0FGL	J1714.7-3827, 1FGL	J1714.5-3830c, 2FGL	J1714.5-3829, 3FGL	J1714.5-3832, FGES	J1714.3-3823, 3FHL	J1714.4-3829, HESS	J1714-385	part	of	CTB	37	complex,	overlaps	SNR	G348.5-0.0,	contains	PWN	candidate	CXOU	J171419.8-383023,	interacts	with	molecular	cloud	393 ??																															
357.7	0.3	10000	10000	6.4	0	0.034	0.034	0.03	0.03	0.04	0.04	0.02	0.02	the	Square	interacts	with	molecular	cloud																																																				
54.4	-0.3	61000	61000	6	7.2	-0.031	-0.038	0.03	0.02	0.04	0.03	0.02	0.01	(HC40), G54.5-0.3, 2FGL	J1932.1+1913	part	of	HC40,	interacts	with	molecular	cloud																																																	
126.2	1.6	270000	270000	4.5	4.5	0.126	0.126	0.03	0.03	0.03	0.03	0.02	0.02	x	close	to	transient	PSR	4U	0115+63																																																			
31.9	0	7400	8400	6.7	7.5	0	0	0.03	0.02	0.03	0.03	0.02	0.01	3C391,	Kes	77, 1FGL	J1849.0-0055, 2FGL	J1849.3-0055, 3FGL	J1849.4-0057, 3FHL	J1849.4-0056	interacts	with	molecular	cloud																																															
352.7	-0.1	2200	5000	7	8	-0.012	-0.014	0.03	0.02	0.03	0.02	0.02	0.01	x	interacts	with	molecular	cloud																																																					
67.7	1.8	5000	13000	7	17	0.22	0.534	0.03	0.00	0.03	0.01	0.02	0.00	x																																																									
28.6	-0.1	14200	14800	7	9.6	-0.012	-0.017	0.03	0.01	0.03	0.02	0.02	0.01	AX	J1843.8-0352, 1FGL	J1842.9-0359c, 2FGL	J1842.8-0359c, HESS	J1843-033																																																					
332.4	0.1	300	3000	7.5	11	0.013	0.019	0.02	0.01	0.03	0.01	0.02	0.01	Kes	32,	MSH	16-51, G332.4+0.2, 0FGL	J1615.6-5049, 2FGL	J1615.0-5051, HESS	J1616-508	PSR	B1610-50	=	J1614-5047	nearby																																														
338.3	0	1000	8000	8	13	0	0	0.02	0.01	0.02	0.01	0.01	0.00	1FGL	J1640.8-4634c, 2FGL	J1640.5-4633, 1FHL	J1640.5-4634, 3FGL	J1640.4-4634c, 2FHL	J1640.6-4632, 3FHL	J1640.6-4633, HESS	J1640-465	contains	PSR	J1640-4631	and	PWN	G338.3-0.0,	connected	to	SNR	G338.5+00.1	by	HII	region	G338.45+0.06																																				
0	0	1200	10000	8	8	0	0	0.02	0.02	0.02	0.02	0.01	0.01	Sgr	A	East, CXOGC	J174545.5-285829, 1FGL	J1745.6-2900c, 2FGL	J1745.6-2858, 1FHL	J1745.6-2900, 3FGL	J1745.6-2859c, 2FHL	J1745.7-2900, 3FHL	J1745.6-2900, HESS	J1745-290	contains	CXOGC	J174545.5-285829	=	the	Cannonball	=	NS	candidate	and	possibly	PWN,	close	to	BH	Sgr	A*,	interacts	with	molecular	cloud																										
41.1	-0.3	1350	5300	8	9	-0.042	-0.047	0.02	0.02	0.02	0.02	0.01	0.01	3C397, 1FGL	J1906.6+0716c, 2FGL	J1906.5+0720, 3FGL	J1906.6+0720	near	PSR	J1906+0722,	interacts	with	molecular	cloud																																															
306.3	-0.9	2500	6000	8	20	-0.126	-0.314	0.02	0.00	0.02	0.00	0.01	0.00	x	close	to	PSR	J1322-6329																																																					
292.2	-0.5	4200	7100	8	8.8	-0.07	-0.077	0.02	0.02	0.02	0.02	0.01	0.01	1FGL	J1119.4-6127c, 2FGL	J1118.8-6128, 3FGL	J1119.1-6127, 3FHL	J1119.0-6127, 1AGL	J1108-6103, HESS	J1119-614	contains	high-B	PSR	J1119-6127	+	PWN	G292.15-0.54																																												
322.1	0	850	4600	8.4	10.2	0	0	0.02	0.01	0.02	0.02	0.01	0.01	Circinus	X-1	contains	microquasar	binary	Circinus	X-1	with	jets																																																	
1.9	0.3	150	220	8.5	8.5	0.045	0.045	0.02	0.02	0.02	0.02	0.01	0.01	x																																																									
15.9	0.2	1000	3000	8.5	8.5	0.03	0.03	0.02	0.02	0.02	0.02	0.01	0.01	G015.9+00.2	and	CXOU	J181852.0-150213	contains	CXOU	J181852.0-150213	=	CCO																																																	
0.9	0.1	1900	1900	8.5	10	0.015	0.017	0.02	0.01	0.02	0.02	0.01	0.01	HESS	J1747-281	contains	PSR	J1747-2809	+	PWN	G0.87+0.08																																																		
296.8	-0.3	2000	10000	9	10.2	-0.047	-0.053	0.02	0.01	0.02	0.01	0.01	0.01	1156-62	contains	2XMMi	J115836.1-623516	=	CCO?,	close	to	PSR	J1157-6224	=	B1154-62																																														
308.4	-1.4	5000	7500	9.1	10.7	-0.222	-0.261	0.02	0.01	0.02	0.01	0.01	0.01	G308.3-01.4	contains	CXOU	J134124.22-634352.0	=	CCO?	or	binary?																																																		
296.7	-0.9	5800	7600	9.1	10.9	-0.143	-0.171	0.02	0.01	0.02	0.01	0.01	0.01	x	close	to	HII	region																																																					
327.1	-1.1	17000	17000	9	9	-0.173	-0.173	0.02	0.02	0.02	0.02	0.01	0.01	HESS	J1554-550	contains	PWN	G327.15-1.04	=	the	Snail																																																		
65.1	0.6	40000	140000	9	9.6	0.094	0.101	0.01	0.01	0.02	0.01	0.01	0.01	0FGL	J1954.4+2838	PSR	J1957+2831	nearby																																																					
16.7	0.1	2100	2100	10	14	0.017	0.024	0.01	0.01	0.02	0.01	0.01	0.00	G16.73+0.08, CXO	J182058.16-142001.5	contains	PWN	G16.73+0.08,	and	PSR?,	interacts	with	molecular	cloud																																															
43.3	-0.2	2900	6000	10.9	11.7	-0.038	-0.041	0.01	0.01	0.01	0.01	0.01	0.01	W49B,	(3C398), 0FGL	J1911.0+0905, 1FGL	J1910.9+0906c, 2FGL	J1911.0+0905, 1FHL	J1911.0+0905, 3FGL	J1910.9+0906, 2FHL	J1911.0+0905, 3FHL	J1911.0+0905, HESS	J1911+090	near	HII	region	W49A,	interacts	with	molecular	cloud																																								
338.5	0.1	1100	17000	11	11	0.019	0.019	0.01	0.01	0.01	0.01	0.01	0.01	3FGL	J1641.1-4619c, 3FHL	J1641.1-4619, HESS	J1641-463	connected	to	SNR	G338.3-00.0	and	PSR	J1640-4631	by	HII	region	G338.45+0.06																																											
337	-0.1	5000	5000	11	11	-0.019	-0.019	0.01	0.01	0.01	0.01	0.01	0.01	(CTB	33), 1FGL	J1636.4-4737c, 3FGL	J1636.2-4734, FGES	J1636.3-4731, 3FHL	J1636.3-4731e, HESS	J1634-472	inside	the	CTB	33	complex,	contains	SGR	1627-41	(magnetar),	interacts	with	molecular	cloud																																						
349.7	0.2	1800	1800	11.5	12	0.04	0.042	0.01	0.01	0.01	0.01	0.01	0.01	1FGL	J1717.9-3729c, 2FGL	J1718.1-3725, 1FHL	J1717.9-3725, 3FGL	J1718.0-3726, 3FHL	J1718.0-3726, HESS	J1718-374	contains	CXOU	J171801.0-372617	=	CCO?,	interacts	with	molecular	cloud																																										
337.8	-0.1	12000	16000	12.3	12.3	-0.021	-0.021	0.01	0.01	0.01	0.01	0.01	0.01	Kes	41, 2FGL	J1638.0-4703c, 3FGL	J1638.6-4654	interacts	with	molecular	cloud																																																		
190.2	1.1	300000	300000	8	8	0.154	0.154	0.01	0.01	0.01	0.01	0.01	0.01	x																																																									
348.7	0.3	350	3150	13.2	13.2	0.069	0.069	0.01	0.01	0.01	0.01	0.00	0.00	CTB	37B, FGES	J1714.3-3823, 3FHL	J1714.0-3811, HESS	J1713-381	part	of	CTB	37	complex,	contains	AXP	candidate	CXOU	J171405.7-381031	=	magnetar?	393 ??																																								
355.6	0	20000	20000	13	13	0	0	0.01	0.01	0.01	0.01	0.00	0.00	Suzaku	J173530-3236																																																								
337.2	0.1	1500	1500	14	14	0.024	0.024	0.01	0.01	0.01	0.01	0.00	0.00	AX	J1635.9-4719, 1FGL	J1635.7-4715c, 2FGL	J1635.4-4717c, 1FHL	J1634.7-4705, 3FGL	J1636.2-4709c, HESS	J1634-472	contains	PWN?																																																	
351.7	0.8	68000	68000	12.7	13.7	0.177	0.191	0.01	0.01	0.01	0.01	0.00	0.00	x	PSR	J1721-3532	=	B1718-35	nearby																																																				
18.8	0.3	100000	100000	13.4	14.2	0.07	0.074	0.01	0.00	0.01	0.01	0.00	0.00	Kes	67, G18.9+0.3	in	complex	region	near	HII	region	W39,	interacts	with	molecular	cloud																																													
